#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-17T13:33:55 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ605204e729e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/A+A/616/A10/tablea1b
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RAdeg	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra]
#Column	DEdeg	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
_RAJ2000|_DEJ2000|Source|Cluster|RAdeg|DEdeg|Gmag|Simbad|_RA|_DE
115.3326475|-14.7379372|   3029225148089814144|NGC2437 |115.33263|-14.73794|15.238|Simbad|115.33265|-14.73794
115.5789600|-14.9131953|   3029160684919803904|NGC2437 |115.57894|-14.91319|17.494|Simbad|115.57896|-14.91320
115.2963572|-14.6650042|   3029226934796196224|NGC2437 |115.29634|-14.66500|11.015|Simbad|115.29636|-14.66500
115.3028833|-14.8204458|   3029207074867534336|NGC2437 |115.30287|-14.82044|13.623|Simbad|115.30288|-14.82045
115.7433953|-14.9621161|   3029157214586053632|NGC2437 |115.74338|-14.96211|19.400|Simbad|115.74340|-14.96212
115.3855783|-14.9396108|   3029201985326174080|NGC2437 |115.38556|-14.93960|19.450|Simbad|115.38558|-14.93961
115.4447083|-14.9540364|   3029201366849879808|NGC2437 |115.44469|-14.95403|17.347|Simbad|115.44471|-14.95404
115.2728256|-14.7678275|   3029219306934390400|NGC2437 |115.27281|-14.76783|12.231|Simbad|115.27283|-14.76783
115.4215950|-14.7276811|   3029213809376029952|NGC2437 |115.42158|-14.72768|16.403|Simbad|115.42159|-14.72768
115.1660089|-15.1394422|   3029173947777100928|NGC2437 |115.16599|-15.13944|17.343|Simbad|115.16601|-15.13944
115.0528833|-14.7713281|   3029222158792921728|NGC2437 |115.05287|-14.77133|16.526|Simbad|115.05288|-14.77133
115.2924778|-14.7975883|   3029218997696743424|NGC2437 |115.29246|-14.79759|17.069|Simbad|115.29248|-14.79759
115.3153633|-15.0100828|   3029200164258808064|NGC2437 |115.31535|-15.01008|19.147|Simbad|115.31536|-15.01008
114.9615758|-15.2825108|   3029165392205504768|NGC2437 |114.96156|-15.28251|19.810|Simbad|114.96158|-15.28251
115.3898411|-14.9596456|   3029201199352272896|NGC2437 |115.38982|-14.95964|18.263|Simbad|115.38984|-14.95965
115.4177867|-14.8681467|   3029208689775129984|NGC2437 |115.41777|-14.86815|15.889|Simbad|115.41779|-14.86815
115.2959083|-14.8103319|   3029207143587012096|NGC2437 |115.29589|-14.81033|12.632|Simbad|115.29591|-14.81033
115.2402992|-14.8822042|   3029205008982385408|NGC2437 |115.24028|-14.88220|18.261|Simbad|115.24030|-14.88220
115.3387214|-14.5109486|   3029233390122841216|NGC2437 |115.33871|-14.51095|18.712|Simbad|115.33872|-14.51095
115.5071194|-14.8219908|   3029209170811312256|NGC2437 |115.50710|-14.82199|14.978|Simbad|115.50712|-14.82199
115.3965492|-14.7722817|   3029213362699497472|NGC2437 |115.39653|-14.77228|13.411|Simbad|115.39655|-14.77228
115.4450617|-14.7770967|   3029212675504673408|NGC2437 |115.44504|-14.77709|15.734|Simbad|115.44506|-14.77710
115.5115325|-14.8851353|   3029207555903657472|NGC2437 |115.51152|-14.88513|14.291|Simbad|115.51153|-14.88514
115.4147594|-15.0007706|   3029200752675674880|NGC2437 |115.41474|-15.00077|15.623|Simbad|115.41476|-15.00077
115.3931894|-14.8833969|   3029202844318868992|NGC2437 |115.39317|-14.88339|18.724|Simbad|115.39319|-14.88340
115.5974997|-14.9646225|   3029159173091127808|NGC2437 |115.59748|-14.96462|18.378|Simbad|115.59750|-14.96462
115.3658458|-14.7850194|   3029213019102164864|NGC2437 |115.36583|-14.78502|14.518|Simbad|115.36585|-14.78502
115.5865361|-14.8706961|   3029162578997307392|NGC2437 |115.58652|-14.87069|19.693|Simbad|115.58654|-14.87070
115.2946556|-14.7999650|   3029218997696742656|NGC2437 |115.29464|-14.79996|12.997|Simbad|115.29466|-14.79996
115.3464372|-14.8870406|   3029205734837735680|NGC2437 |115.34642|-14.88704|12.445|Simbad|115.34644|-14.88704
115.4223814|-14.7505067|   3029213500138402688|NGC2437 |115.42236|-14.75050|17.376|Simbad|115.42238|-14.75051
115.0624600|-15.1607161|   3029173604179622400|NGC2437 |115.06244|-15.16071|18.272|Simbad|115.06246|-15.16072
115.3388639|-14.7423294|   3029225148089809664|NGC2437 |115.33885|-14.74233|15.465|Simbad|115.33886|-14.74233
115.2725767|-14.7643964|   3029219306934387840|NGC2437 |115.27256|-14.76439|12.972|Simbad|115.27258|-14.76440
115.0634117|-14.7384522|   3029222399301321728|NGC2437 |115.06340|-14.73845|19.814|Simbad|115.06341|-14.73845
115.1164044|-14.7690103|   3029221295494727296|NGC2437 |115.11639|-14.76901|19.181|Simbad|115.11640|-14.76901
115.4700169|-14.8465625|   3029209029071892224|NGC2437 |115.47000|-14.84656|14.682|Simbad|115.47002|-14.84656
115.2810750|-14.6639831|   3029226896132182144|NGC2437 |115.28106|-14.66398|18.052|Simbad|115.28107|-14.66398
115.3707061|-14.7934689|   3029212950382688896|NGC2437 |115.37069|-14.79347|10.707|Simbad|115.37071|-14.79347
115.3654742|-14.9195178|   3029202264504162048|NGC2437 |115.36546|-14.91952|14.965|Simbad|115.36547|-14.91952
115.5068022|-14.6781908|   3029215694861474432|NGC2437 |115.50679|-14.67819|18.906|Simbad|115.50680|-14.67819
115.2965408|-14.5867614|   3029231878294302976|NGC2437 |115.29652|-14.58676|17.856|Simbad|115.29654|-14.58676
115.1536550|-14.8954497|   3029216351989651328|NGC2437 |115.15363|-14.89544|19.905|Simbad|115.15365|-14.89545
115.4601381|-14.9366753|   3029201474230073088|NGC2437 |115.46012|-14.93667|14.956|Simbad|115.46014|-14.93668
115.5461175|-14.9565689|   3029160070745244928|NGC2437 |115.54610|-14.95657|14.863|Simbad|115.54612|-14.95657
115.5059100|-14.7824294|   3029210957517676544|NGC2437 |115.50589|-14.78243|15.603|Simbad|115.50591|-14.78243
115.4561592|-14.7983869|   3029212297547553536|NGC2437 |115.45614|-14.79839|14.434|Simbad|115.45616|-14.79839
115.2340997|-15.0557842|   3029176185462980864|NGC2437 |115.23408|-15.05578|16.260|Simbad|115.23410|-15.05578
115.3569469|-14.8036914|   3029212911722436352|NGC2437 |115.35693|-14.80369|17.834|Simbad|115.35695|-14.80369
115.3787589|-14.9394525|   3029202058345730688|NGC2437 |115.37874|-14.93945|11.478|Simbad|115.37876|-14.93945
115.3524844|-14.6266303|   3029228618423274752|NGC2437 |115.35247|-14.62663|16.818|Simbad|115.35248|-14.62663
115.3756497|-14.8793136|   3029205799256381440|NGC2437 |115.37563|-14.87931|18.175|Simbad|115.37565|-14.87931
115.2049519|-14.6615081|   3029229679270992128|NGC2437 |115.20494|-14.66151|17.149|Simbad|115.20495|-14.66151
115.4106708|-15.0082603|   3029200714014635264|NGC2437 |115.41065|-15.00826|17.637|Simbad|115.41067|-15.00826
115.3697692|-14.9385600|   3029202023986003072|NGC2437 |115.36975|-14.93856|13.539|Simbad|115.36977|-14.93856
115.4379847|-14.7644317|   3029212744215670144|NGC2437 |115.43797|-14.76443|17.778|Simbad|115.43798|-14.76443
115.3972761|-14.9691419|   3029201130632794624|NGC2437 |115.39726|-14.96914|12.882|Simbad|115.39728|-14.96914
115.4643867|-14.7184486|   3029215149405759232|NGC2437 |115.46437|-14.71845|15.614|Simbad|115.46439|-14.71845
115.2798403|-14.7842531|   3029219066416225536|NGC2437 |115.27982|-14.78425|15.928|Simbad|115.27984|-14.78425
115.4098894|-14.7230000|   3029213809376041344|NGC2437 |115.40987|-14.72300|15.975|Simbad|115.40989|-14.72300
115.4381861|-14.8805503|   3029208479315973376|NGC2437 |115.43817|-14.88055|16.124|Simbad|115.43819|-14.88055
115.5290517|-14.9339908|   3029160448702369664|NGC2437 |115.52903|-14.93399|14.745|Simbad|115.52905|-14.93399
115.5946292|-14.8455550|   3029209544467971328|NGC2437 |115.59461|-14.84555|18.641|Simbad|115.59463|-14.84555
115.2145906|-15.0583781|   3029176288534836608|NGC2437 |115.21457|-15.05837|19.673|Simbad|115.21459|-15.05838
115.3652211|-14.9148594|   3029202264504158336|NGC2437 |115.36520|-14.91486|15.803|Simbad|115.36522|-14.91486
114.8785789|-15.2155408|   3029169588394380416|NGC2437 |114.87856|-15.21554|15.525|Simbad|114.87858|-15.21554
115.6159672|-15.0067458|   3029156046354770304|NGC2437 |115.61595|-15.00674|17.604|Simbad|115.61597|-15.00675
115.4279250|-14.7443900|   3029213534498128384|NGC2437 |115.42791|-14.74439|16.048|Simbad|115.42792|-14.74439
115.2980028|-15.0990661|   3029175047289620480|NGC2437 |115.29799|-15.09907|19.981|Simbad|115.29800|-15.09907
115.3436583|-14.8775594|   3029205734837731328|NGC2437 |115.34364|-14.87756|15.250|Simbad|115.34366|-14.87756
115.5272022|-14.9100347|   3029160547480857472|NGC2437 |115.52718|-14.91003|19.802|Simbad|115.52720|-14.91003
115.4073933|-14.8240856|   3029211915290706944|NGC2437 |115.40738|-14.82408|16.734|Simbad|115.40739|-14.82409
115.5005236|-14.8625000|   3029208208738682496|NGC2437 |115.50051|-14.86250|12.251|Simbad|115.50052|-14.86250
115.3073067|-14.8439339|   3029206830048638208|NGC2437 |115.30729|-14.84393|17.555|Simbad|115.30731|-14.84393
115.0898661|-14.8415203|   3029217692026938752|NGC2437 |115.08985|-14.84152|17.320|Simbad|115.08987|-14.84152
115.2340356|-14.8808369|   3029205008982389120|NGC2437 |115.23402|-14.88084|18.361|Simbad|115.23404|-14.88084
115.3449206|-14.7190906|   3029225521746584320|NGC2437 |115.34490|-14.71909|17.497|Simbad|115.34492|-14.71909
115.2532600|-14.9673367|   3029203153557240192|NGC2437 |115.25325|-14.96733|19.890|Simbad|115.25326|-14.96734
115.2828047|-14.8636369|   3029206417731778304|NGC2437 |115.28279|-14.86364|17.586|Simbad|115.28280|-14.86364
114.8709508|-14.9904758|   3029194224322928896|NGC2437 |114.87093|-14.99047|19.719|Simbad|114.87095|-14.99048
114.8160322|-15.0738972|   3029184706678488448|NGC2437 |114.81602|-15.07389|16.572|Simbad|114.81603|-15.07390
115.1832731|-14.9463386|   3029204119922801792|NGC2437 |115.18326|-14.94634|19.477|Simbad|115.18327|-14.94634
115.3890172|-14.6809186|   3029227171014084096|NGC2437 |115.38900|-14.68091|19.265|Simbad|115.38902|-14.68092
115.3030489|-14.8133408|   3029207246666220416|NGC2437 |115.30303|-14.81334|13.449|Simbad|115.30305|-14.81334
115.4037058|-14.8418214|   3029211747791841152|NGC2437 |115.40369|-14.84182|18.034|Simbad|115.40371|-14.84182
115.5229325|-14.9242456|   3029160517421846272|NGC2437 |115.52291|-14.92424|16.794|Simbad|115.52293|-14.92425
115.3509106|-14.6294272|   3029228515344063616|NGC2437 |115.35089|-14.62942|16.567|Simbad|115.35091|-14.62943
115.3859786|-14.8186344|   3029212022669753344|NGC2437 |115.38596|-14.81863|15.446|Simbad|115.38598|-14.81863
115.4516789|-14.6238808|   3029228064367849856|NGC2437 |115.45166|-14.62388|17.849|Simbad|115.45168|-14.62388
114.7759311|-15.0077408|   3029189173444475904|NGC2437 |114.77591|-15.00774|15.251|Simbad|114.77593|-15.00774
115.3622033|-14.6430675|   3029228309185629952|NGC2437 |115.36219|-14.64307|18.563|Simbad|115.36220|-14.64307
115.2295903|-15.0514928|   3029176391621412480|NGC2437 |115.22957|-15.05149|16.169|Simbad|115.22959|-15.05149
115.4136692|-14.9688619|   3029200958834081152|NGC2437 |115.41365|-14.96886|14.099|Simbad|115.41367|-14.96886
115.3255106|-14.9324797|   3029202157124875008|NGC2437 |115.32550|-14.93248|19.547|Simbad|115.32551|-14.93248
115.5403333|-14.9556883|   3029160070745249792|NGC2437 |115.54032|-14.95569|13.187|Simbad|115.54033|-14.95569
115.5540367|-14.8468892|   3029208101358952960|NGC2437 |115.55402|-14.84689|18.093|Simbad|115.55404|-14.84689
115.5064467|-14.8740797|   3029208140019207168|NGC2437 |115.50643|-14.87408|16.347|Simbad|115.50645|-14.87408
115.1701664|-14.7550636|   3029222880347294464|NGC2437 |115.17015|-14.75506|18.176|Simbad|115.17017|-14.75506
115.4732986|-14.8051869|   3029209441388859392|NGC2437 |115.47328|-14.80518|17.408|Simbad|115.47330|-14.80519
115.4379603|-14.7651600|   3029212744224149376|NGC2437 |115.43794|-14.76516|16.901|Simbad|115.43796|-14.76516
115.3813922|-14.6764311|   3029227381472696448|NGC2437 |115.38137|-14.67643|15.801|Simbad|115.38139|-14.67643
115.5204597|-14.8962881|   3029207487184177792|NGC2437 |115.52044|-14.89629|14.206|Simbad|115.52046|-14.89629
115.5130028|-14.8840828|   3029207933860776448|NGC2437 |115.51298|-14.88408|10.283|Simbad|115.51300|-14.88408
115.5661453|-14.9993908|   3029159005593361920|NGC2437 |115.56613|-14.99939|14.013|Simbad|115.56615|-14.99939
115.5470997|-14.9684139|   3029159314831007104|NGC2437 |115.54708|-14.96841|15.729|Simbad|115.54710|-14.96841
115.3334031|-14.7296856|   3029225148089806336|NGC2437 |115.33339|-14.72968|15.519|Simbad|115.33340|-14.72969
115.4255047|-14.8922239|   3029202608101448960|NGC2437 |115.42549|-14.89222|14.607|Simbad|115.42550|-14.89222
115.4375817|-14.6078375|   3029228133087330944|NGC2437 |115.43756|-14.60783|19.724|Simbad|115.43758|-14.60784
115.3591767|-15.0278786|   3029199172120028800|NGC2437 |115.35916|-15.02788|19.974|Simbad|115.35918|-15.02788
115.6078028|-15.0074000|   3029156011995030016|NGC2437 |115.60779|-15.00740|14.172|Simbad|115.60780|-15.00740
115.7615567|-15.0087739|   3029156737841501952|NGC2437 |115.76154|-15.00877|18.246|Simbad|115.76156|-15.00877
115.2323931|-14.9168522|   3029204596665417728|NGC2437 |115.23238|-14.91685|18.983|Simbad|115.23239|-14.91685
115.3798164|-14.9131217|   3029202638160346880|NGC2437 |115.37980|-14.91312|18.321|Simbad|115.37982|-14.91312
115.2944592|-14.8173372|   3029207143587020032|NGC2437 |115.29444|-14.81734|19.162|Simbad|115.29446|-14.81734
115.4847094|-14.8517269|   3029208964652938752|NGC2437 |115.48469|-14.85173|12.971|Simbad|115.48471|-14.85173
115.2483128|-14.8870147|   3029204807124917632|NGC2437 |115.24830|-14.88701|15.751|Simbad|115.24831|-14.88701
115.3835278|-14.9602636|   3029201199352281088|NGC2437 |115.38351|-14.96026|14.466|Simbad|115.38353|-14.96026
115.3986431|-14.8453158|   3029211782151590016|NGC2437 |115.39862|-14.84531|14.409|Simbad|115.39864|-14.84532
115.3987025|-15.0045081|   3029200714014645632|NGC2437 |115.39869|-15.00451|19.019|Simbad|115.39870|-15.00451
114.9977403|-14.8347503|   3029197385414429056|NGC2437 |114.99772|-14.83475|19.885|Simbad|114.99774|-14.83475
115.2693958|-15.1193253|   3029174879792926592|NGC2437 |115.26938|-15.11932|14.880|Simbad|115.26940|-15.11933
115.3422594|-14.7500581|   3029225079370334976|NGC2437 |115.34224|-14.75006|13.162|Simbad|115.34226|-14.75006
115.2477808|-14.8797358|   3029206486451143296|NGC2437 |115.24776|-14.87974|18.740|Simbad|115.24778|-14.87974
115.4918128|-14.7693453|   3029213946814922368|NGC2437 |115.49180|-14.76934|16.244|Simbad|115.49181|-14.76935
115.4151753|-14.7547228|   3029213500129987968|NGC2437 |115.41516|-14.75472|17.015|Simbad|115.41518|-14.75472
115.3234261|-15.0047856|   3029200202919973888|NGC2437 |115.32341|-15.00478|16.596|Simbad|115.32343|-15.00479
115.2488586|-14.5415294|   3029232977806124160|NGC2437 |115.24884|-14.54153|19.576|Simbad|115.24886|-14.54153
115.3918547|-14.9734378|   3029201027553589120|NGC2437 |115.39184|-14.97344|12.891|Simbad|115.39185|-14.97344
115.4465408|-14.6821244|   3029215523062776704|NGC2437 |115.44652|-14.68212|18.079|Simbad|115.44654|-14.68212
115.2832408|-14.9409586|   3029203673253549952|NGC2437 |115.28322|-14.94096|15.691|Simbad|115.28324|-14.94096
115.2339206|-14.8536928|   3029218310502088704|NGC2437 |115.23390|-14.85369|16.433|Simbad|115.23392|-14.85369
115.4814803|-14.8826247|   3029207792121202944|NGC2437 |115.48146|-14.88262|17.415|Simbad|115.48148|-14.88262
115.0444025|-14.7752744|   3029222158792930688|NGC2437 |115.04439|-14.77527|17.447|Simbad|115.04440|-14.77527
115.4053472|-14.9928864|   3029200821395157376|NGC2437 |115.40533|-14.99288|16.506|Simbad|115.40535|-14.99289
115.1886994|-14.8037697|   3029219440072722560|NGC2437 |115.18868|-14.80377|17.864|Simbad|115.18870|-14.80377
115.3372406|-14.8847719|   3029205734837745024|NGC2437 |115.33722|-14.88477|13.900|Simbad|115.33724|-14.88477
115.3524539|-14.7646789|   3029213293980073088|NGC2437 |115.35244|-14.76468|13.675|Simbad|115.35245|-14.76468
115.2065144|-14.6488586|   3029229782350215680|NGC2437 |115.20650|-14.64886|18.700|Simbad|115.20651|-14.64886
115.2118511|-14.6716250|   3029229614855902080|NGC2437 |115.21183|-14.67162|14.651|Simbad|115.21185|-14.67162
115.0152056|-15.1860300|   3029170516099592448|NGC2437 |115.01519|-15.18603|19.768|Simbad|115.01521|-15.18603
115.4370036|-14.6884486|   3029215488703030272|NGC2437 |115.43698|-14.68844|18.921|Simbad|115.43700|-14.68845
115.3437436|-15.0102186|   3029199373984827008|NGC2437 |115.34373|-15.01022|18.006|Simbad|115.34374|-15.01022
115.5519194|-14.8045964|   3029210643979703808|NGC2437 |115.55191|-14.80460|19.551|Simbad|115.55192|-14.80460
115.1418794|-14.7669394|   3029222738603741312|NGC2437 |115.14186|-14.76694|17.919|Simbad|115.14188|-14.76694
115.2979028|-14.8173692|   3029207143587014656|NGC2437 |115.29789|-14.81737|15.251|Simbad|115.29790|-14.81737
115.2652447|-15.0038531|   3029200026819876224|NGC2437 |115.26523|-15.00385|19.063|Simbad|115.26524|-15.00385
115.4766281|-14.8406058|   3029209033372416512|NGC2437 |115.47661|-14.84060|14.446|Simbad|115.47663|-14.84061
115.4345800|-14.8175306|   3029211880930254208|NGC2437 |115.43456|-14.81753|18.564|Simbad|115.43458|-14.81753
115.2438100|-14.9513000|   3029203737671830400|NGC2437 |115.24379|-14.95130|18.678|Simbad|115.24381|-14.95130
115.5812017|-14.9237903|   3029160620492365568|NGC2437 |115.58118|-14.92379|17.319|Simbad|115.58120|-14.92379
115.5923708|-14.8439603|   3029209544467976832|NGC2437 |115.59236|-14.84395|19.382|Simbad|115.59237|-14.84396
115.1781828|-14.6479586|   3029230503904722048|NGC2437 |115.17817|-14.64795|19.069|Simbad|115.17818|-14.64796
115.2490269|-14.7230817|   3029226281961273984|NGC2437 |115.24901|-14.72308|15.741|Simbad|115.24903|-14.72308
115.1771150|-14.9793086|   3029180544848322432|NGC2437 |115.17710|-14.97931|18.493|Simbad|115.17711|-14.97931
115.4367347|-14.7776156|   3029212675504684416|NGC2437 |115.43672|-14.77761|16.795|Simbad|115.43673|-14.77762
115.2712928|-14.9184236|   3029203982491192576|NGC2437 |115.27127|-14.91842|17.297|Simbad|115.27129|-14.91842
115.4969081|-14.9267722|   3029207345445377024|NGC2437 |115.49689|-14.92677|19.387|Simbad|115.49691|-14.92677
115.3245961|-15.0031528|   3029200202919970816|NGC2437 |115.32458|-15.00315|15.621|Simbad|115.32460|-15.00315
114.8217983|-15.2344517|   3029169313512159488|NGC2437 |114.82178|-15.23446|19.950|Simbad|114.82180|-15.23445
115.4109694|-14.7275472|   3029213809376043520|NGC2437 |115.41095|-14.72755|15.686|Simbad|115.41097|-14.72755
115.4160197|-14.8425483|   3029211743491234176|NGC2437 |115.41600|-14.84255|18.200|Simbad|115.41602|-14.84255
115.2426261|-14.8729575|   3029206490752093952|NGC2437 |115.24261|-14.87296|13.818|Simbad|115.24263|-14.87296
114.8453394|-15.2137308|   3029169721532465536|NGC2437 |114.84533|-15.21373|19.648|Simbad|114.84534|-15.21373
115.3728797|-14.9382644|   3029202023985998080|NGC2437 |115.37286|-14.93826|15.034|Simbad|115.37288|-14.93826
115.6468472|-14.9181097|   3029161200316761088|NGC2437 |115.64683|-14.91811|19.952|Simbad|115.64685|-14.91811
115.0627219|-14.7757222|   3029221432933675392|NGC2437 |115.06270|-14.77572|17.801|Simbad|115.06272|-14.77572
115.3214581|-14.8571933|   3029206009715650048|NGC2437 |115.32144|-14.85719|14.156|Simbad|115.32146|-14.85719
115.3285444|-14.8686289|   3029205940996173440|NGC2437 |115.32853|-14.86863|14.225|Simbad|115.32854|-14.86863
115.4028861|-14.8771111|   3029202878678628096|NGC2437 |115.40287|-14.87711|16.637|Simbad|115.40289|-14.87711
115.1684650|-14.7544353|   3029222880347296512|NGC2437 |115.16845|-14.75443|17.103|Simbad|115.16846|-14.75444
115.2177942|-14.9097050|   3029204665384915584|NGC2437 |115.21778|-14.90970|18.667|Simbad|115.21779|-14.90970
115.4186767|-14.7398700|   3029213603217613184|NGC2437 |115.41866|-14.73987|13.864|Simbad|115.41868|-14.73987
115.3654536|-14.9248183|   3029202264504165632|NGC2437 |115.36544|-14.92482|17.181|Simbad|115.36545|-14.92482
115.2853875|-14.9393042|   3029203673253545728|NGC2437 |115.28537|-14.93930|15.496|Simbad|115.28539|-14.93930
115.5051528|-14.8749322|   3029208140019209856|NGC2437 |115.50514|-14.87493|16.232|Simbad|115.50515|-14.87493
115.4455647|-14.6769867|   3029215527362874368|NGC2437 |115.44555|-14.67699|12.351|Simbad|115.44556|-14.67699
115.5019444|-14.8739111|   3029208140019212928|NGC2437 |115.50193|-14.87391|16.665|Simbad|115.50194|-14.87391
115.3106508|-14.7076506|   3029226178881969664|NGC2437 |115.31063|-14.70765|16.696|Simbad|115.31065|-14.70765
115.3419589|-14.7582350|   3029225045010603776|NGC2437 |115.34194|-14.75823|13.665|Simbad|115.34196|-14.75823
115.4132656|-14.7320864|   3029213809376044160|NGC2437 |115.41325|-14.73209|17.453|Simbad|115.41327|-14.73209
115.3482086|-14.8958911|   3029205288161141248|NGC2437 |115.34819|-14.89589|16.941|Simbad|115.34821|-14.89589
115.5161892|-14.9274708|   3029160414342641024|NGC2437 |115.51617|-14.92747|15.169|Simbad|115.51619|-14.92747
115.2428075|-15.0947489|   3029175223390319488|NGC2437 |115.24279|-15.09475|16.182|Simbad|115.24281|-15.09475
115.3831436|-14.7977872|   3029212950382674560|NGC2437 |115.38313|-14.79778|15.285|Simbad|115.38314|-14.79779
115.1094017|-14.8959225|   3029216489436110464|NGC2437 |115.10938|-14.89592|12.497|Simbad|115.10940|-14.89592
115.1438464|-14.7224083|   3029223155225209216|NGC2437 |115.14383|-14.72241|15.686|Simbad|115.14385|-14.72241
115.4509633|-14.6726244|   3029215901019911808|NGC2437 |115.45094|-14.67262|18.648|Simbad|115.45096|-14.67262
115.4731575|-14.8316594|   3029209239530843904|NGC2437 |115.47314|-14.83166|14.367|Simbad|115.47316|-14.83166
114.8529694|-15.2313567|   3029169446654651776|NGC2437 |114.85296|-15.23134|19.754|Simbad|114.85297|-15.23136
115.3905619|-14.9642939|   3029201199352275712|NGC2437 |115.39055|-14.96429|16.188|Simbad|115.39056|-14.96429
115.6091969|-14.9817706|   3029159104371584896|NGC2437 |115.60918|-14.98177|16.527|Simbad|115.60920|-14.98177
115.3222781|-14.8563872|   3029206009715648000|NGC2437 |115.32226|-14.85639|14.404|Simbad|115.32228|-14.85639
115.4746542|-14.8332764|   3029209239530843264|NGC2437 |115.47464|-14.83327|13.246|Simbad|115.47465|-14.83328
115.3594047|-14.6550017|   3029228206106427264|NGC2437 |115.35939|-14.65500|17.893|Simbad|115.35940|-14.65500
115.4265417|-14.7565431|   3029213500138401408|NGC2437 |115.42652|-14.75654|14.689|Simbad|115.42654|-14.75654
115.5062400|-14.8448178|   3029208994712158464|NGC2437 |115.50622|-14.84482|17.172|Simbad|115.50624|-14.84482
115.1693694|-14.6438753|   3029230469544987776|NGC2437 |115.16935|-14.64387|16.211|Simbad|115.16937|-14.64388
115.3676033|-14.6473936|   3029228240466150144|NGC2437 |115.36759|-14.64739|13.517|Simbad|115.36760|-14.64739
115.4647075|-14.8166842|   3029209342610057472|NGC2437 |115.46469|-14.81668|11.579|Simbad|115.46471|-14.81668
115.5430122|-14.9729631|   3029159280471276672|NGC2437 |115.54299|-14.97296|15.408|Simbad|115.54301|-14.97296
115.2356342|-14.8002206|   3029218752877965696|NGC2437 |115.23562|-14.80022|19.076|Simbad|115.23563|-14.80022
115.4104914|-14.8021828|   3029212155808198400|NGC2437 |115.41048|-14.80218|18.793|Simbad|115.41049|-14.80218
115.4444594|-14.9334281|   3029201680388521472|NGC2437 |115.44444|-14.93343|14.582|Simbad|115.44446|-14.93343
115.3614308|-14.7956433|   3029212911723141760|NGC2437 |115.36141|-14.79564|19.831|Simbad|115.36143|-14.79564
115.3508414|-14.8121603|   3029212808643226624|NGC2437 |115.35082|-14.81216|17.994|Simbad|115.35084|-14.81216
115.3658239|-14.9424786|   3029202023986010880|NGC2437 |115.36581|-14.94248|13.541|Simbad|115.36582|-14.94248
115.2585728|-14.9100553|   3029204738405445632|NGC2437 |115.25855|-14.91005|16.354|Simbad|115.25857|-14.91006
115.3735708|-14.8166050|   3029212091389244928|NGC2437 |115.37355|-14.81660|11.999|Simbad|115.37357|-14.81660
115.4529236|-14.8122022|   3029212297547567104|NGC2437 |115.45291|-14.81220|15.530|Simbad|115.45292|-14.81220
115.4036425|-15.0060292|   3029200714016887936|NGC2437 |115.40363|-15.00603|17.852|Simbad|115.40364|-15.00603
115.3687339|-14.9448236|   3029202023986009088|NGC2437 |115.36872|-14.94482|15.176|Simbad|115.36873|-14.94482
115.5169061|-14.7972772|   3029210888798198400|NGC2437 |115.51689|-14.79728|15.996|Simbad|115.51691|-14.79728
115.1619050|-14.8037711|   3029219478725597312|NGC2437 |115.16189|-14.80377|19.216|Simbad|115.16190|-14.80377
115.3806167|-14.7982286|   3029212950382678400|NGC2437 |115.38060|-14.79823|17.271|Simbad|115.38062|-14.79823
